entity_name,entity_type,algo_accepted,algo_suggested_name,algo_cui,expert_accepted,expert_rejected,expert_suggested_name,expert_cui,note,entity_name_norm,expert_resolution
impaired anterograde lysosome transport,phenotype,False,,,True,False,,,,impaired anterograde lysosome transport,expert_accept_unresolved
impaired axonal lysosomal transport,phenotype,False,,C1156063,False,True,,,,impaired axonal lysosomal transport,not_accepted
impaired cargo degradation,phenotype,False,,,True,False,,,,impaired cargo degradation,expert_accept_unresolved
impaired glutamate uptake,phenotype,False,,,True,False,,,,impaired glutamate uptake,expert_accept_unresolved
impaired health-related quality of life,phenotype,True,Diminished health-related quality of life,C5539750,False,False,,,,impaired health-related quality of life,not_accepted
impaired immune surveillance,phenotype,False,,C5691359,False,True,Impaired immune responses,C2677484,,impaired immune surveillance,not_accepted
impaired intestinal stem cell stemness,phenotype,False,,C3549197,False,True,,,,impaired intestinal stem cell stemness,not_accepted
impaired intracellular cholesterol trafficking,phenotype,False,,C2749801,True,False,,,,impaired intracellular cholesterol trafficking,expert_cui
impaired lipid storage,phenotype,False,,C1159705,False,True,"metabolic disorder; lipid, lipoid, storage",C1410111,,impaired lipid storage,not_accepted
impaired lysosomal function,phenotype,False,,C1371708,True,False,,,,impaired lysosomal function,expert_cui
impaired neurite outgrowth,phenotype,False,,C3158384,False,True,,,,impaired neurite outgrowth,not_accepted
impaired oligodendrocyte lineage maturation,phenotype,False,,,False,True,inhibition of oligodendrocyte differentiation,C2253984,,impaired oligodendrocyte lineage maturation,not_accepted
impaired saccadic velocity,phenotype,True,Slow saccadic eye movements,C1321329,False,True,Deficient saccadic eye movements,C5385189,,impaired saccadic velocity,not_accepted
impaired smooth pursuit gain,phenotype,True,Impaired smooth pursuit,C1837458,False,False,,,,impaired smooth pursuit gain,not_accepted
impaired vertical reflexive saccades,phenotype,True,Dysmetric vertical saccades,C4732803,False,True,Deficient saccadic eye movements,C5385189,,impaired vertical reflexive saccades,not_accepted
impaired vertical saccades,phenotype,False,Dysmetric vertical saccades,C4732803,False,True,Deficient saccadic eye movements,C5385189,,impaired vertical saccades,not_accepted
impaired vertical upward and downward saccades,phenotype,True,Dysmetric vertical saccades,C4732803,False,True,Deficient saccadic eye movements,C5385189,,impaired vertical upward and downward saccades,not_accepted
impairment of cognitive inhibition,phenotype,False,,C0338656,False,True,,,,impairment of cognitive inhibition,not_accepted
impairment of lysosomal function,phenotype,True,Abnormality of lysosomal metabolism,C1371708|C4025342,True,False,,,,impairment of lysosomal function,expert_cui
impairment of mitophagy,phenotype,False,,C1820119,False,True,Inhibition of mitophagy,C5888059,,impairment of mitophagy,not_accepted
impairment of verbal fluency,phenotype,False,,C0751514,True,False,,,,impairment of verbal fluency,expert_cui
impairs developmental trajectories,phenotype,True,Moderate global developmental delay,C2237142|C3842150,True,False,,,,impairs developmental trajectories,expert_cui
improve lysosomal function,phenotype,False,,C1372391,True,False,,,,improve lysosomal function,expert_cui
improve motor coordination,phenotype,False,,C5452884,True,False,,,,improve motor coordination,expert_cui
improved ataxia,phenotype,True,acquired ataxia,C0004134|C4302112,False,True,,,,improved ataxia,not_accepted
improved behavioural phenotypes,phenotype,False,,C1321146,True,False,,,,improved behavioural phenotypes,expert_cui
"improved cellular fifitness,",phenotype,False,,,False,True,,,,"improved cellular fifitness,",not_accepted
improved cholesterol efflux,biological_process,False,,C2246761,True,False,,,,improved cholesterol efflux,expert_cui
improved cholesterol mobilization,phenotype,False,,C2246761,False,True,intracellular cholesterol transport,C1819279,,improved cholesterol mobilization,not_accepted
improved feeding phenotypes,phenotype,False,,C0015745,True,False,,,,improved feeding phenotypes,expert_cui
improved mitochondrial function,phenotype,False,,,True,False,,,,improved mitochondrial function,expert_accept_unresolved
improved mitochondrial functional performance,phenotype,False,,,True,False,,,,improved mitochondrial functional performance,expert_accept_unresolved
improved motor function,phenotype,False,,C5452884,True,False,,,,improved motor function,expert_cui
improved motor functions,phenotype,False,,C5452884,True,False,,,,improved motor functions,expert_cui
improves the decline of locomotor activity,phenotype,False,,C5452884,True,False,,,,improves the decline of locomotor activity,expert_cui
increase adenosine levels,phenotype,False,,C1863254,True,False,,,,increase adenosine levels,expert_cui
increase in inflammatory gene expression,phenotype,True,Increased inflammatory response,C4022803,False,True,,,,increase in inflammatory gene expression,not_accepted
increase long term hematopoietic stem cells in spleen,phenotype,False,,,True,False,,,,increase long term hematopoietic stem cells in spleen,expert_accept_unresolved
increase long term hematopoietic stem in cells spleen,phenotype,False,,,True,False,,,,increase long term hematopoietic stem in cells spleen,expert_accept_unresolved
increase of mitochondrial cholesterol content,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,increase of mitochondrial cholesterol content,not_accepted
increase of this bile acid,phenotype,False,,C1610048,False,True,Bile acid levels raised,C3672033,,increase of this bile acid,not_accepted
increase short term hematopoietic stem cells in spleen,phenotype,False,,,True,False,,,,increase short term hematopoietic stem cells in spleen,expert_accept_unresolved
increase short term hematopoietic stem in cells spleen,phenotype,False,,,True,False,,,,increase short term hematopoietic stem in cells spleen,expert_accept_unresolved
increase the number of mature neurons,phenotype,False,,,False,True,Positive regulation of neuron maturation,C1817643,,increase the number of mature neurons,not_accepted
"increased 3β,5α,6β-trihydroxycholanyl glycine",phenotype,False,,,True,False,,,,"increased 3β,5α,6β-trihydroxycholanyl glycine",expert_accept_unresolved
increased astrogliosis,phenotype,False,,C3887640,True,False,,,,increased astrogliosis,expert_cui
increased cholesterol content associated with mitochondria,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,increased cholesterol content associated with mitochondria,not_accepted
increased immune response,phenotype,False,,C0020964,False,True,Increased inflammatory response,C4022803,,increased immune response,not_accepted
increased levels of extracellular adenosine,phenotype,False,,C1863254,True,False,,,,increased levels of extracellular adenosine,expert_cui
increased levels of tau protein,phenotype,False,,,False,True,tau Proteins,C0085401,,increased levels of tau protein,not_accepted
increased lysosomal volume,phenotype,False,,,False,True,Abnormal lysosomal morphology,C4531183,,increased lysosomal volume,not_accepted
increased median survival,phenotype,False,,C2986586,True,False,,,,increased median survival,expert_cui
increased membrane contact sites,phenotype,False,,C2828354,True,False,,,,increased membrane contact sites,expert_cui
increased mitochondrial membrane fluidity,phenotype,False,,,True,False,,,,increased mitochondrial membrane fluidity,expert_accept_unresolved
increased phosphatidylcholine ratio,phenotype,False,,,True,False,,,,increased phosphatidylcholine ratio,expert_accept_unresolved
increased phosphatidylethanolamine ratio,phenotype,False,,,True,False,,,,increased phosphatidylethanolamine ratio,expert_accept_unresolved
increased plasma granulocyte-colony stimulating factor by 2-fold,phenotype,False,,C4552323,True,False,,,,increased plasma granulocyte-colony stimulating factor by 2-fold,expert_cui
increasing adenosine levels,phenotype,False,,C1863254,True,False,,,,increasing adenosine levels,expert_cui
induced extracellular release of lysosomal components,phenotype,False,,,False,True,Exocytosis Induction,C1516996,,induced extracellular release of lysosomal components,not_accepted
inefficient efferocytosis,phenotype,False,,C1523908,False,True,,,,inefficient efferocytosis,not_accepted
inherited neurovisceral genetic disorder,phenotype,False,,,False,True,Lysosomal Storage Diseases,C0085078,,inherited neurovisceral genetic disorder,not_accepted
initial psychopharmacology,phenotype,False,,C0033929,True,False,,,,initial psychopharmacology,expert_cui
injured livers,anatomy??????,False,,,False,True,Injury of liver,C0160390,,injured livers,not_accepted
intensive blinking,phenotype,True,Abnormal blink rate,C1707960|C5826653,True,False,,,,intensive blinking,expert_cui
intolerance of psychopharmacological drugs,phenotype,False,,,False,True,Intolerance to drug,C0277585,,intolerance of psychopharmacological drugs,not_accepted
intracellular accumulation of non-esterified cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,intracellular accumulation of non-esterified cholesterol,not_accepted
intracellular accumulation of other lipids,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,intracellular accumulation of other lipids,not_accepted
intracellular cholesterol defect,phenotype,False,,C2749801,True,False,,,,intracellular cholesterol defect,expert_cui
intracellular cholesterol trafficking,biological_process | pathway,False,,C2749801,False,True,intracellular cholesterol transport,C1819279,,intracellular cholesterol trafficking,not_accepted
intracellular cholesterol transport inhibitor,drug,False,,,False,True,inhibition of intracellular cholesterol transport,C2245629,,intracellular cholesterol transport inhibitor,not_accepted
intracellular mobilization of water-insoluble molecules,biological_process,False,,,True,False,,,,intracellular mobilization of water-insoluble molecules,expert_accept_unresolved
intracellular sphingolipid transport,biological_process,False,,C1148655,True,False,,,,intracellular sphingolipid transport,expert_cui
intracellular trafficking of cholesterol,biological_process,False,,C2749801,True,False,,,,intracellular trafficking of cholesterol,expert_cui
intramitochondrial cholesterol trafficking,biological_process,False,,,False,True,intracellular cholesterol transport,C1819279,,intramitochondrial cholesterol trafficking,not_accepted
intrathecal 2-hydroxypropyl-β-cyclodextrin,drug,False,,C0526359,False,True,hydroxypropylbetadex (0.58-0.68 MS),C0046237,,intrathecal 2-hydroxypropyl-β-cyclodextrin,not_accepted
isogenic induced pluripotent stem cells,anatomy,False,,C2717959,True,False,,,,isogenic induced pluripotent stem cells,expert_cui
kinesin domain,molecular_function,False,,C0600499,False,True,kinesin motor activity,C1149276,,kinesin domain,not_accepted
late endosomal accumulation of unesterified cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,late endosomal accumulation of unesterified cholesterol,not_accepted
late endosome cholesterol accumulation,not foune,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,late endosome cholesterol accumulation,not_accepted
late endosome cholesterol transport,phenotype,False,,,False,True,inhibition of intracellular cholesterol transport,C2245629,,late endosome cholesterol transport,not_accepted
late endosome morphology,phenotype,False,,,True,False,,,,late endosome morphology,expert_accept_unresolved
late endosome tubulation,biological_process | phenotype,False,,C4328966,True,False,,,,late endosome tubulation,expert_cui
late lysosomal and endosomal compartments,cellular_component,False,,C5907375,False,True,Endolysosome,C3271504,,late lysosomal and endosomal compartments,not_accepted
lateral trajectory of the eyes,phenotype,False,,C5569664,False,True,,,,lateral trajectory of the eyes,not_accepted
lipid accumulation in late endosomes,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,lipid accumulation in late endosomes,not_accepted
lipid accumulation in lysosomes,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,lipid accumulation in lysosomes,not_accepted
lipid burden,phenotype,False,,C0242339,False,True,Intracellular Accumulation of Lipids,C1512921,,lipid burden,not_accepted
lipid clearance,phenotype,False,,,True,False,,,,lipid clearance,expert_accept_unresolved
lipid dysregulation,phenotype,False,,,False,True,Lipid Metabolism Alteration,C0548934,,lipid dysregulation,not_accepted
lipid transport pathway,biological_process,False,,C0596846,True,False,,,,lipid transport pathway,expert_cui
lipid-laden foamy macrophages,phenotype,False,,C0333738,True,False,,,,lipid-laden foamy macrophages,expert_cui
liver failure developed,phenotype,False,,C0085605,True,False,,,,liver failure developed,expert_cui
liver−spleen region,anatomy,False,,C0545797,True,False,,,,liver−spleen region,expert_cui
long-term congenital immunodeficiencies,disease,False,,C0272229,True,False,,,,long-term congenital immunodeficiencies,expert_cui
loose cell bodies,phenotype,False,,,True,False,,,,loose cell bodies,expert_accept_unresolved
loss in neuronal signaling capacity,phenotype,False,,,False,True,inhibition of neuronal signal transduction,C3823472,,loss in neuronal signaling capacity,not_accepted
loss of lipid rafts,phenotype,False,,,True,False,,,,loss of lipid rafts,expert_accept_unresolved
loss of mental and physical abilities,phenotype,False,,,False,True,Progressive psychomotor deterioration,C1856565,,loss of mental and physical abilities,not_accepted
loss of psychomotor acquisitions,phenotype,True,Progressive psychomotor deterioration,C1856565,True,False,,,,loss of psychomotor acquisitions,expert_cui
low expression tyrosinase,phenotype,True,tyrosinase activity,C3806150,True,False,,,,low expression tyrosinase,expert_cui
low levels of esterified cholesterols,phenotype,True,"low density lipoprotein cholesterol, mild elevation of",C1857956,True,False,,,,low levels of esterified cholesterols,expert_cui
low levels of long-chain fatty acids,phenotype,True,Very long chain fatty acid accumulation,C3279397,True,False,,,,low levels of long-chain fatty acids,expert_cui
lower cerebral expression of genes within interferon signaling pathways,phenotype,False,,,True,False,,,,lower cerebral expression of genes within interferon signaling pathways,expert_accept_unresolved
lower oxidative stress,phenotype,False,,C0242606,False,True,,,,lower oxidative stress,not_accepted
lower phosphatidylcholine ratio in mitochondria,phenotype,False,,,True,False,,,,lower phosphatidylcholine ratio in mitochondria,expert_accept_unresolved
lower phosphatidylethanolamine ratio in mitochondria,phenotype,False,,,True,False,,,,lower phosphatidylethanolamine ratio in mitochondria,expert_accept_unresolved
lowered smooth pursuit gain,phenotype,True,Impaired smooth pursuit,C1837458,True,False,,,,lowered smooth pursuit gain,expert_cui
lyso-sphingolipids,biological_process | phenotype,False,,C0037900,True,False,,,,lyso-sphingolipids,expert_cui
lysomsomal storage disorder,disease,False,,C0085078,True,False,,,,lysomsomal storage disorder,expert_cui
lysosomal accessible cholesterol,phenotype,False,,,True,False,,,,lysosomal accessible cholesterol,expert_accept_unresolved
lysosomal accumulation of cholesterol,phenotype,False,,,True,False,,,,lysosomal accumulation of cholesterol,expert_accept_unresolved
lysosomal accumulation of unesterified cholesterol,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,lysosomal accumulation of unesterified cholesterol,not_accepted
lysosomal bis(monoacylglycero)phosphate hydrolase,molecular_function,False,,C0610007,False,True,,,,lysosomal bis(monoacylglycero)phosphate hydrolase,not_accepted
lysosomal cholesterol accumulation,phenotype,False,,,True,False,,,,lysosomal cholesterol accumulation,expert_accept_unresolved
lysosomal cholesterol crystals solubilizer,phenotype,False,,,True,False,,,,lysosomal cholesterol crystals solubilizer,expert_accept_unresolved
lysosomal cholesterol handling,biological_process,False,,,True,False,,,,lysosomal cholesterol handling,expert_accept_unresolved
lysosomal cholesterol homeostasis,biological_process | phenotype,True,cholesterol homeostasis,C1326960,True,False,,,,lysosomal cholesterol homeostasis,expert_cui
lysosomal cholesterol trafficking pathway,biological_process | pathway,False,,C1159709,False,True,intracellular cholesterol transport,C1819279,,lysosomal cholesterol trafficking pathway,not_accepted
lysosomal differentially expressed proteins,cellular_component,False,,,True,False,,,,lysosomal differentially expressed proteins,expert_accept_unresolved
lysosomal dysfunction,phenotype,False,,C0544948,False,True,Lysosomal Function Alteration,C1372737,,lysosomal dysfunction,not_accepted
lysosomal leakage,phenotype,False,,,True,False,,,,lysosomal leakage,expert_accept_unresolved
lysosomal lipid accumulation,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,lysosomal lipid accumulation,not_accepted
lysosomal lipid storage,disease,False,,C0085078,True,False,,,,lysosomal lipid storage,expert_cui
lysosomal lipid storage disease,disease,False,,C0085078,True,False,,,,lysosomal lipid storage disease,expert_cui
lysosomal membrane permeabilization,biological_process | phenotype,False,,,True,False,,,,lysosomal membrane permeabilization,expert_accept_unresolved
lysosomal storage defects,disease,False,,C0085078,True,False,,,,lysosomal storage defects,expert_cui
lysosome abundance,phenotype,False,,,True,False,,,,lysosome abundance,expert_accept_unresolved
lysosome cholesterol accumulation,phenotype,False,,,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,lysosome cholesterol accumulation,not_accepted
lysosome dysfunction,phenotype,False,,C0544948,False,True,Lysosomal Function Alteration,C1372737,,lysosome dysfunction,not_accepted
lysosome limiting membrane,cellular_component,False,,C0230812,True,False,,,,lysosome limiting membrane,expert_cui
lysosome tubulation,phenotype,False,,,True,False,,,,lysosome tubulation,expert_accept_unresolved
lysosome-dependent cell death,phenotype,False,,,True,False,,,,lysosome-dependent cell death,expert_accept_unresolved
lysosphingomyelin-509,phenotype,False,,,True,False,,,,lysosphingomyelin-509,expert_accept_unresolved
macrophage efferocytosis,biological_process,False,,C1523908,True,False,,,,macrophage efferocytosis,expert_cui
maintain normal lipid metabolism,biological_process,False,,C0598783,False,True,regulation of lipid metabolic process,C1158445,,maintain normal lipid metabolism,not_accepted
massive accumulation of cholesterol within cells,phenotype,False,,C5436605,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,massive accumulation of cholesterol within cells,not_accepted
massive increase in autophagosomes,phenotype,False,,,True,False,,,,massive increase in autophagosomes,expert_accept_unresolved
mature lymphocyte depletion,phenotype,False,,C0024257,True,False,,,,mature lymphocyte depletion,expert_cui
mature neuronal cells,anatomy,False,,,False,True,Neurons,C0027882,,mature neuronal cells,not_accepted
metabolic collapse,phenotype,False,,C0027882,False,True,metabolic decompensation,C5194814,,metabolic collapse,not_accepted
metabolic irregularities,phenotype,False,,C2976863,False,True,Abnormal metabolism,C5139220,,metabolic irregularities,not_accepted
metabolite characteristics?,phenotype,True,Abnormal tissue metabolite concentration,C5139219,True,False,,,,metabolite characteristics?,expert_cui
metabolize cholesterol overload,biological_process,False,,,False,True,Cholesterol catabolic process,C1156534,,metabolize cholesterol overload,not_accepted
microglia ameboid form,phenotype,True,Abnormal microglia morphology,C4021990,True,False,,,,microglia ameboid form,expert_cui
microglia gastrosome expansion,phenotype | protein/gene,False,,,True,False,,,,microglia gastrosome expansion,expert_accept_unresolved
microglial function,biological_process,False,,C1326169,False,True,microglial,C0521398,,microglial function,not_accepted
microglial homeostasis,phenotype,False,,,True,False,,,,microglial homeostasis,expert_accept_unresolved
mild neutrophilia.,phenotype,True,Abnormal neutrophil morphology,C0151683|C0856003,True,False,,,,mild neutrophilia.,expert_cui
"mild, intermediate, and severe clinical forms",phenotype,False,,,False,True,Disease severity level,C4738984,,"mild, intermediate, and severe clinical forms",not_accepted
mildly delayed myelination,phenotype,True,Delayed myelination,C1277241,False,True,"Delayed myelination, mild",C3808994,,mildly delayed myelination,not_accepted
missense change,phenotype,False,,C0599155,True,False,,,,missense change,expert_cui
missing adhesio interthalamica,phenotype,False,,C0228325,False,True,Structural abnormality of thalamus,C4021243,,missing adhesio interthalamica,not_accepted
mitigate the activation of glial cells,phenotype,False,,C4690080,False,True,,,,mitigate the activation of glial cells,not_accepted
mitochondrial cholesterol accumulation,pathology | phenotype,False,,,True,False,,,,mitochondrial cholesterol accumulation,expert_accept_unresolved
mitochondrial cytotoxicity,phenotype,False,,C4021734,True,False,,,,mitochondrial cytotoxicity,expert_cui
mitochondrial dyshomeostasis,phenotype,False,,,True,False,,,,mitochondrial dyshomeostasis,expert_accept_unresolved
mitochondrial insufficiency,phenotype,False,,,False,True,Mitochondrial Dysfunction,C4021734,,mitochondrial insufficiency,not_accepted
mitochondrial-lysosomal contacts,cellular_component,False,,,True,False,,,,mitochondrial-lysosomal contacts,expert_accept_unresolved
mitocondrial differentially expressed proteins,protein/gene,False,,C0026237,False,True,,,,mitocondrial differentially expressed proteins,not_accepted
mo56-hydroxycholesterol,GRAS/Excipient/prodrug,False,,C0055527,False,True,,,,mo56-hydroxycholesterol,not_accepted
motor decline,phenotype,True,Motor deterioration,C1866284,True,False,,,,motor decline,expert_cui
movement dyscoordination,phenotype,False,,C0269839,False,True,Motor incoordination,C4012581,,movement dyscoordination,not_accepted
multiple lipid species accumulate,phenotype,False,,,False,True,Intracellular Accumulation of Lipids,C1512921,,multiple lipid species accumulate,not_accepted
multiple sphingolipids,phenotype,False,,C0037900,True,False,,,,multiple sphingolipids,expert_cui
mycobacterial cell wall lipids,exposure,False,,C0026931,True,False,,,,mycobacterial cell wall lipids,expert_cui
myelin debris,molecular_function,False,,,True,False,,,,myelin debris,expert_accept_unresolved
nanostructural disease,disease,False,,,True,False,,,,nanostructural disease,expert_accept_unresolved
nanostructural ion channel clustering disease,disease,False,,C1720983,True,False,,,,nanostructural ion channel clustering disease,expert_cui
neurite extension failure,phenotype,False,,C3824274,False,True,,,,neurite extension failure,not_accepted
neuro lament light,protein/gene,False,,C5774172,True,False,,,,neuro lament light,expert_cui
neuro-psychiatric symptoms,phenotype,False,,C0150881,True,False,,,,neuro-psychiatric symptoms,expert_cui
neuro-visceral disease,disease,False,,C0162565,False,True,Lysosomal Storage Diseases,C0085078,,neuro-visceral disease,not_accepted
neuro-visceral lipid storage disease,disease,True,neutral lipid storage disease,C5848057,False,True,Lysosomal Storage Diseases,C0085078,,neuro-visceral lipid storage disease,not_accepted
neurodegenerative cholesterol,disease,False,,C0524851,False,True,,,,neurodegenerative cholesterol,not_accepted
neurodegenerative form,phenotype,False,,C0027746,False,True,Neurodegenerative Disorders,C0524851,,neurodegenerative form,not_accepted
neurodegenerative lysosomal disease,disease,True,lysosomal disease with epilepsy,C0524851|C5680898,False,True,Lysosomal Storage Diseases,C0085078,,neurodegenerative lysosomal disease,not_accepted
neurodegenerative lysosomal lipid storage disorder,phenotype,False,,,False,True,Lysosomal Storage Diseases,C0085078,,neurodegenerative lysosomal lipid storage disorder,not_accepted
neurodegenerative lysosomal storage disease,disease,False,,,False,True,Lysosomal Storage Diseases,C0085078,,neurodegenerative lysosomal storage disease,not_accepted
neurodegenerative lysosomal storage disorder,disease | phenotype,True,lysosomal storage disease,C0085078,True,False,,,,neurodegenerative lysosomal storage disorder,expert_cui
neurodevelopmental dynamics,phenotype,False,,,True,False,,,bỏ đi,neurodevelopmental dynamics,expert_accept_unresolved
neurofibrillary tangle pathology,pathology,False,,C3543859,True,False,,,,neurofibrillary tangle pathology,expert_cui
neurogenetic disease,disease,True,neurometabolic disease,C5681332,False,True,Hereditary Neurodegenerative Disorder,C3273225,,neurogenetic disease,not_accepted
neurological characteristics,phenotype,False,,,False,True,Neurologic Manifestations,C0027854,,neurological characteristics,not_accepted
neurological manifestation prevention,phenotype,False,,C0027854,False,True,Preventive procedure for the neurological system,C0849260,,neurological manifestation prevention,not_accepted
neurological non-enzymatic disorders,disease,False,,,True,False,,,,neurological non-enzymatic disorders,expert_accept_unresolved
neuronal cholesterol turnover,biological_process,False,,,False,True,cholesterol metabolism,C1156530,,neuronal cholesterol turnover,not_accepted
neuronal injury,phenotype,False,,C0161479,True,False,,,,neuronal injury,expert_cui
neuronal network formation,biological_process,False,,C0597545,False,True,Nervous System Development,C0598282,,neuronal network formation,not_accepted
neuroprotective factor production,biological_process,False,,,False,True,Neuroprotection,C0598958,,neuroprotective factor production,not_accepted
neuropsychiatric issues,phenotype,False,,C6013326,True,False,,,,neuropsychiatric issues,expert_cui
neuropsychiatric manifestations,phenotype,False,,C3203509,True,False,,,,neuropsychiatric manifestations,expert_cui
neuropsychiatric signs,phenotype,False,,C3203509,True,False,,,,neuropsychiatric signs,expert_cui
neurotoxic elevations,phenotype,False,,C0235032,True,False,,,,neurotoxic elevations,expert_cui
neurovisceral lipid storage disease,disease,True,neutral lipid storage disease,C5848057,False,True,Lysosomal Storage Diseases,C0085078,,neurovisceral lipid storage disease,not_accepted
neurovisceral lipid storage disorder,phenotype,False,,,False,True,Lysosomal Storage Diseases,C0085078,,neurovisceral lipid storage disorder,not_accepted
neurovisceral lysosomal lipid storage disorder,disease,False,,,False,True,Lysosomal Storage Diseases,C0085078,,neurovisceral lysosomal lipid storage disorder,not_accepted
neurovisceral manifestations,phenotype,False,,,False,True,Neurologic Manifestations,C0027854,,neurovisceral manifestations,not_accepted
neurovisceral symptoms,phenotype,True,Acute episodes of neuropathic symptoms,C0027854|C1867971,True,False,,,,neurovisceral symptoms,expert_cui
nigrostriatal circuit,anatomy,False,,C0815010,True,False,,,,nigrostriatal circuit,expert_cui
nitrobenzoxadiazole-phospholipids,lipid,False,,C0067563,False,True,,,,nitrobenzoxadiazole-phospholipids,not_accepted
no significant improvement in lifespan,phenotype,False,,,False,False,,,,no significant improvement in lifespan,not_accepted
non-lysosomal b-glucosylceramidase,protein/gene,False,,C3539583,True,False,,,,non-lysosomal b-glucosylceramidase,expert_cui
non-selective chloride channel blockers,drug,False,,,True,False,,,,non-selective chloride channel blockers,expert_accept_unresolved
nonspecific periventricular hypersignal intensity,phenotype,True,Punctate periventricular T2 hyperintense foci,C4022658|C4540195,True,False,,,,nonspecific periventricular hypersignal intensity,expert_cui
normalized ganglioside,phenotype,False,,C0017082,True,False,,,,normalized ganglioside,expert_cui
normalized intracellular cholesterol trafficking,cellular_component,False,,C1819279,True,False,,,,normalized intracellular cholesterol trafficking,expert_cui
normalized the level of pro-inflammatory cytokines,phenotype,False,,,True,False,,,,normalized the level of pro-inflammatory cytokines,expert_accept_unresolved
ocular-motor dysfunction,phenotype,False,,C0497202,True,False,,,,ocular-motor dysfunction,expert_cui
oculomotor dysfunction,phenotype,False,,C0497202,True,False,,,,oculomotor dysfunction,expert_cui
older age at the neurological symptom onset,phenotype,False,,,False,True,Age of onset of symptoms,C3175531,,older age at the neurological symptom onset,not_accepted
oligodendrocyte lineage maturation,biological_process,False,,C1656972,True,False,,,,oligodendrocyte lineage maturation,expert_cui
oligodendrocyte progenitor differentiation,biological_process,False,,C2611204,False,True,oligodendrocyte differentiation,C1656972,,oligodendrocyte progenitor differentiation,not_accepted
oncosterone,phenotype??,False,,C0768807,False,True,,,,oncosterone,not_accepted
oncosterone production,phenotype,False,,,True,False,,,,oncosterone production,expert_accept_unresolved
organ biodistribution,biological_process,False,,,True,False,,,,organ biodistribution,expert_accept_unresolved
oxidative stress-mediated cell death,phenotype,False,,C3546229,True,False,,,,oxidative stress-mediated cell death,expert_cui
pac-modified cholesterol,lipid,False,,,True,False,,,,pac-modified cholesterol,expert_accept_unresolved
pac-sphingosine,lipid,False,,,True,False,,,,pac-sphingosine,expert_accept_unresolved
pathological accumulation of cholesterol,phenotype,False,,C5436605,False,True,Intracellular accumulation of unesterified cholesterol,C3553603,,pathological accumulation of cholesterol,not_accepted
pathological changes in kidneys,phenotype,False,,C6022317,True,False,,,,pathological changes in kidneys,expert_cui
pathways of liver damage,pathway,False,,C0151763,True,False,,,,pathways of liver damage,expert_cui
patien-dependent manner,phenotype,True,Age-dependent penetrance,C1835978,True,False,,,,patien-dependent manner,expert_cui
peripheral organ dysfunction,phenotype,False,,C0342953,True,False,,,,peripheral organ dysfunction,expert_cui
peroxisome proliferator-activated receptor-γ,protein/gene,False,,C0166417,True,False,,,,peroxisome proliferator-activated receptor-γ,expert_cui
phagocytic stress,phenotype,False,,,False,True,Cellular Stress Response,C1516374,,phagocytic stress,not_accepted
phenotypic scoring metrics,phenotype,False,,,False,True,Disease severity level,C4738984,,phenotypic scoring metrics,not_accepted
photo-activatable and clickable-phospholipids,lipid,False,,,True,False,,,,photo-activatable and clickable-phospholipids,expert_accept_unresolved
physiological bis(monoacylglycero)phosphate hydrolase,molecular_function,False,,C5907653,False,True,,,,physiological bis(monoacylglycero)phosphate hydrolase,not_accepted
plasma phosphorylated-tau217,protein/gene,False,,C5976210,True,False,,,,plasma phosphorylated-tau217,expert_cui
poly-β-cyclodextrin,drug,False,,C1699799,True,False,,,,poly-β-cyclodextrin,expert_cui
poly-β-cyclodextrin-benzimidazole supramolecular nanoassembly,drug,False,,,True,False,,,,poly-β-cyclodextrin-benzimidazole supramolecular nanoassembly,expert_accept_unresolved
post-lysosomal/late endosomal transport,biological_process,False,,C3823268,False,True,intracellular cholesterol transport,C1819279,,post-lysosomal/late endosomal transport,not_accepted
posterior cerebellar regions,anatomy,False,,C0228466,True,False,,,,posterior cerebellar regions,expert_cui
postsynaptic glutamate receptor signaling,biological_process,False,,C1155441,True,False,,,,postsynaptic glutamate receptor signaling,expert_cui
premature degradation,phenotype,False,,C5542995,True,False,,,,premature degradation,expert_cui
preservation of executive control,phenotype,False,,C0935584,True,False,,,,preservation of executive control,expert_cui
preservation of learning,phenotype,True,learning,C0023185,True,False,,,,preservation of learning,expert_cui
preserves cellular function,phenotype,False,,,False,True,"Cell production, function",C1562254,,preserves cellular function,not_accepted
prevents cell death,phenotype,False,,C5975712,False,True,Decreased Cellular Death,C1371349,,prevents cell death,not_accepted
primary endothelial cells,anatomy,False,,C0225336,True,False,,,,primary endothelial cells,expert_cui
